"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"305","Liberal","Male","Middle-aged","Low","White",0.980126444311296,0.585379885708837
"306","Very liberal","Female","Old","Low","White",0.998105592027133,0.628224637988881
"307","Conservative","Male","Middle-aged","High","White",0.970469954305553,0.645850817363229
"308","Liberal","Male","Old","High","Hispanic",0.998289765867505,0.649243001640621
"309","Moderate","Female","Old","High","Black",0.999866943534249,0.761200371928084
"310","Conservative","Male","Old","Low","Hispanic",0.976741718656494,0.665635453676858
"311","Conservative","Male","Middle-aged","High","Hispanic",0.948732020412561,0.627821076488194
"312","Moderate","Female","Old","High","Hispanic",0.999768861755396,0.750097133291092
"313","Moderate","Female","Old","Moderate","Black",0.999382840988161,0.736078119196713
"314","Moderate","Female","Middle-aged","High","White",0.996118560510971,0.676744484865713
"315","Liberal","Male","Middle-aged","High","Hispanic",0.962448332517322,0.542749845763946
"316","Conservative","Female","Middle-aged","High","Black",0.997249466327327,0.718911076413355
"317","Moderate","Male","Middle-aged","High","White",0.989513805142829,0.629411762823447
"318","Very liberal","Male","Middle-aged","High","White",0.980633558453846,0.520065742377984
"319","Very conservative","Male","Old","Moderate","White",0.991771823977462,0.72536359892754
"320","Moderate","Female","Old","High","Hispanic",0.998945450593187,0.713232710402326
"321","Very conservative","Male","Old","Low","White",0.994207662630038,0.742822306701898
"322","Conservative","Male","Old","Low","Hispanic",0.992509460349838,0.698769336104065
"323","Moderate","Female","Middle-aged","High","Hispanic",0.976336085866034,0.62105856100408
"324","Moderate","Male","Old","High","Hispanic",0.996474372896271,0.662437134293787
"325","Moderate","Female","Old","Low","Other",0.994099365620543,0.676778348201861
"326","Conservative","Male","Middle-aged","High","White",0.960036282575401,0.636253760969372
"327","Conservative","Male","Old","Moderate","Hispanic",0.986824309290559,0.679478470515041
"328","Very conservative","Male","Middle-aged","Low","White",0.955051857341905,0.686246145409412
"329","Very conservative","Male","Middle-aged","Moderate","White",0.978023078771188,0.701143028831539
"330","Very conservative","Male","Old","Low","White",0.992092754387122,0.734773926682738
"331","Moderate","Male","Old","Low","White",0.996570645227549,0.682272642859968
"332","Liberal","Female","Middle-aged","Moderate","White",0.996829277060067,0.648140307146352
"333","Very conservative","Male","Old","Moderate","Hispanic",0.992188861144539,0.726447727227435
"334","Liberal","Female","Middle-aged","High","White",0.989069502644804,0.602725645661426
"335","Moderate","Male","Old","High","Hispanic",0.998113062284369,0.680830811421976
"336","Conservative","Male","Old","Moderate","Hispanic",0.998594561081501,0.738211124493381
"337","Liberal","Male","Young","High","Black",0.886997337476714,0.510738823308054
"338","Moderate","Male","Old","Moderate","White",0.996934535198486,0.6793826800223
"339","Moderate","Male","Old","Moderate","Hispanic",0.996771365729247,0.677538362697701
"340","Moderate","Female","Old","High","Black",0.999478653141686,0.732184456705944
"341","Very conservative","Male","Middle-aged","High","White",0.964063805854867,0.674547659371611
"342","Liberal","Male","Middle-aged","High","White",0.990563944700061,0.589188694946462
"343","Moderate","Male","Middle-aged","Moderate","White",0.978114225528862,0.619346976843139
"344","Liberal","Female","Old","Moderate","White",0.99742553384753,0.654455215409738
"345","Liberal","Female","Young","High","Hispanic",0.973852913244974,0.573747106162431
"346","Very liberal","Female","Old","High","White",0.999523774958156,0.651068856319783
"347","Liberal","Male","Middle-aged","Moderate","White",0.979165754763292,0.580382917206887
"348","Conservative","Male","Old","Moderate","White",0.986874079332698,0.676837867054541
"349","Conservative","Male","Old","High","Hispanic",0.997999823554313,0.720557143396636
"350","Liberal","Female","Young","Low","Black",0.881663624894567,0.535015090333898
"351","Conservative","Male","Old","Moderate","White",0.986124863697403,0.678290631402279
"352","Conservative","Female","Old","Low","White",0.99262772096024,0.709472149598733
"353","Moderate","Male","Old","High","Black",0.998783686667214,0.696573371335451
"354","Liberal","Female","Middle-aged","High","Other",0.992519584453312,0.611413287730989
"355","Moderate","Male","Middle-aged","High","White",0.903871763601262,0.562429608969862
"356","Very liberal","Male","Middle-aged","Moderate","White",0.920274954105903,0.485021408174385
"357","Moderate","Female","Middle-aged","High","Hispanic",0.997829149407894,0.687103506241891
"358","Conservative","Male","Middle-aged","Moderate","Hispanic",0.971714861948377,0.653283014827717
"359","Moderate","Male","Middle-aged","High","White",0.988372611832575,0.626163035801506
"360","Liberal","Female","Middle-aged","Moderate","Black",0.978965435031655,0.59145728698491
"361","Liberal","Female","Middle-aged","Low","Hispanic",0.964014449474936,0.576849037962172
"362","Very liberal","Male","Young","High","White",0.920865787682621,0.478230072223751
"363","Moderate","Male","Middle-aged","High","Hispanic",0.991840854337114,0.643399929017895
"364","Conservative","Male","Middle-aged","Moderate","Hispanic",0.983027027688122,0.668856362302076
"365","Very conservative","Male","Middle-aged","High","Hispanic",0.97945009563277,0.690784742769645
"366","Conservative","Male","Old","Moderate","White",0.99131800728145,0.688880342803025
"367","Conservative","Female","Middle-aged","Moderate","White",0.993407228122682,0.706723240864263
"368","Liberal","Female","Old","Moderate","Black",0.999688844417002,0.714933551971627
"369","Moderate","Male","Old","Low","Black",0.980590341945669,0.629624767228875
"370","Moderate","Female","Old","Moderate","White",0.999335201000957,0.731531344239931
