"","Political identification","Gender","Age","Education","Race","pai (x-coord)","psi (y-coord)"
"235","Conservative","Male","Middle-aged","High","White",0.999901988184146,0.516569455544335
"236","Moderate","Female","Middle-aged","High","White",0.999990669415807,0.696696833028862
"237","Liberal","Female","Middle-aged","High","White",0.999970967420659,0.64704027854796
"238","Conservative","Female","Old","Low","White",0.99999510437004,0.778851917320599
"239","Conservative","Male","Middle-aged","Moderate","Black",0.999988991084451,0.638245522949439
"240","Conservative","Male","Middle-aged","High","Black",0.999989611096462,0.592261856730869
"241","Moderate","Male","Old","Low","White",0.999999046330588,0.740406189838459
"242","Moderate","Male","Middle-aged","High","White",0.999980470291323,0.588570733776545
"243","Moderate","Female","Young","High","Asian",0.999933611432385,0.602489550536699
"244","Conservative","Male","Old","Moderate","White",0.999995213556403,0.680554863749887
"245","Liberal","Male","Middle-aged","Moderate","White",0.999869917122491,0.540313576684683
"246","Moderate","Female","Middle-aged","High","White",0.999992697557688,0.674961825713557
"247","Liberal","Male","Middle-aged","High","White",0.999967288472265,0.554446329710987
"248","Moderate","Female","Old","Low","White",0.999992459835357,0.768302536628137
"249","Very liberal","Female","Middle-aged","High","White",0.999974815105939,0.604243873226718
"250","Very liberal","Non-binary","Young","Low","White",0.999802220898422,0.713463468998633
"251","Very conservative","Male","Old","Low","White",0.999988635223481,0.698187852390375
"252","Moderate","Female","Middle-aged","High","White",0.999990046994111,0.665440814753899
"253","Moderate","Female","Middle-aged","Low","White",0.999902348862885,0.684592841775665
"254","Moderate","Female","Old","Moderate","White",0.999995753201049,0.745757794953267
"255","Moderate","Male","Old","High","Hispanic",0.999998646836202,0.641990779550181
"256","Moderate","Female","Young","Moderate","Asian",0.999866768899514,0.643121597159052
"257","Conservative","Male","Old","Low","White",0.999992481840657,0.696039467663003
"258","Liberal","Female","Middle-aged","High","Hispanic",0.999980131364375,0.641278748781185
"259","Moderate","Male","Middle-aged","Moderate","Hispanic",0.999982589613604,0.62213948489961
"260","Moderate","Male","Young","Moderate","Hispanic",0.999873844661272,0.572149283266474
"261","Moderate","Female","Old","Low","White",0.999997856900352,0.786885018932853
"262","Moderate","Male","Old","Moderate","Black",0.999997660208043,0.671622728153842
"263","Conservative","Male","Old","Moderate","White",0.99999714327575,0.695957034269867
"264","Liberal","Female","Middle-aged","High","White",0.999986438575936,0.640364516821742
"265","Liberal","Male","Young","High","Asian",0.999896094602352,0.495642285340488
"266","Very conservative","Male","Middle-aged","High","White",0.999920244093719,0.540568671872803
"267","Conservative","Male","Middle-aged","High","White",0.999984108172776,0.611682511145756
"268","Very conservative","Female","Old","High","Hispanic",0.999997986516424,0.737854102014803
"269","Conservative","Female","Old","High","Black",0.999996287335751,0.722073451029066
"270","Liberal","Female","Old","Moderate","White",0.999993459151369,0.734168555253965
"271","Very liberal","Female","Old","High","White",0.999996804286559,0.670481519232566
"272","Moderate","Female","Young","High","Black",0.999873503498272,0.613904990548398
"273","Conservative","Male","Old","Low","White",0.999995952950849,0.713953551229188
"274","Moderate","Male","Old","Moderate","White",0.999996489317555,0.675197689619249
"275","Conservative","Male","Old","Moderate","Hispanic",0.999998006855256,0.704286488877766
"276","Moderate","Female","Old","Low","White",0.999998959506919,0.803255150343985
"277","Very conservative","Male","Old","Moderate","White",0.999993346873432,0.699657659814805
"278","Moderate","Female","Middle-aged","Moderate","White",0.999981983807414,0.705802615699085
"279","Moderate","Female","Old","Moderate","White",0.999996169700006,0.748470723647853
"280","Very conservative","Female","Middle-aged","Low","White",0.999947399282735,0.730338075280444
"281","Conservative","Male","Old","Moderate","White",0.999989949075634,0.672743464633242
"282","Moderate","Male","Old","Low","White",0.999997031637097,0.708916916732556
"283","Moderate","Male","Middle-aged","Low","White",0.999976606781692,0.646329923585123
"284","Conservative","Female","Middle-aged","Moderate","White",0.999966521535581,0.701937505719102
"285","Very conservative","Male","Old","Low","White",0.999998826926315,0.760347534951365
"286","Very conservative","Male","Old","Moderate","White",0.999998585536732,0.742892334751524
"287","Moderate","Male","Old","Moderate","White",0.99999714416148,0.681463842268147
"288","Liberal","Female","Old","Moderate","Hispanic",0.999994497359019,0.723526420504808
"289","Moderate","Female","Old","Low","White",0.999988823548933,0.745831657250405
"290","Moderate","Male","Middle-aged","High","White",0.999967278327179,0.571081253257192
"291","Very liberal","Male","Middle-aged","Moderate","Hispanic",0.999960266016734,0.561817654157343
"292","Conservative","Male","Old","Low","White",0.999998942302262,0.750509842488364
"293","Conservative","Female","Middle-aged","Low","White",0.999879922835504,0.69292998949695
"294","Very conservative","Female","Old","High","Hispanic",0.999998183986449,0.740622035250686
"295","Conservative","Male","Old","Moderate","Hispanic",0.999997549826575,0.698270512036539
"296","Liberal","Male","Middle-aged","High","Black",0.999985849036595,0.548601729969027
"297","Very liberal","Male","Old","Low","White",0.999998828380492,0.707679188764489
"298","Conservative","Female","Old","Low","White",0.999995584501923,0.7813152632357
"299","Conservative","Female","Old","Moderate","White",0.999994096974861,0.762323191817623
"300","Conservative","Female","Old","Moderate","White",0.999993580343329,0.747682159006867
"301","Liberal","Male","Middle-aged","High","White",0.999935180282716,0.497128906556535
"302","Conservative","Male","Old","Moderate","White",0.999989069424792,0.655081003331699
"303","Conservative","Male","Middle-aged","High","White",0.99998471059097,0.580485735707211
"304","Moderate","Female","Young","High","White",0.999746292299715,0.591971894454298
"305","Liberal","Male","Middle-aged","Low","White",0.999986042297587,0.647285815808781
"306","Very liberal","Female","Old","Low","White",0.999995108922304,0.74195474993483
"307","Conservative","Male","Middle-aged","High","White",0.999970478224731,0.591032399289986
"308","Liberal","Male","Old","High","Hispanic",0.999998441064683,0.652867285244737
"309","Moderate","Female","Old","High","Black",0.999999432145588,0.746647748456138
"310","Conservative","Male","Old","Low","Hispanic",0.999990255596565,0.686117137375689
"311","Conservative","Male","Middle-aged","High","Hispanic",0.999961736616525,0.579751875089105
"312","Moderate","Female","Old","High","Hispanic",0.999999269231072,0.751760671085962
